Investigation.Type,Country,Injury.Severity,Amateur.Built,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,1,3,0
2,1,2,1,1,0,1,0,0
2,1,0,1,1,2,0,0,0
2,1,0,0,2,1,0,0,0
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,2,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,1,0,0
2,1,0,0,1,4,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,2,0,0,0,2
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,0,0,0,2,70,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,0,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,4
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,0,1
2,1,0,0,1,4,0,0,0
2,1,0,0,1,1,2,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,2,2,0
2,1,2,0,1,0,0,2,4
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,0,0,1,3,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,2,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,1,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,1,0,0
2,1,2,0,1,0,0,1,0
2,1,0,1,1,1,0,0,0
2,1,2,1,1,0,1,0,0
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,2,1,0
2,1,0,1,1,1,0,1,0
2,1,2,1,1,0,0,1,0
2,1,0,0,1,1,2,0,0
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,0,0
1,1,2,0,2,0,0,0,3
2,1,2,1,1,0,2,0,0
2,0,2,0,2,0,0,0,2
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,1,0,0
2,1,0,1,1,1,2,0,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,4,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,2,1,1,0,0,2,0
2,1,2,0,1,0,0,0,3
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,0,0,2,0,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,0,0
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,2,0,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
1,1,2,0,2,0,0,0,76
2,1,0,1,1,1,0,0,0
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,0,0
2,1,0,0,1,1,0,0,0
2,0,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,2,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,1,1,2,0,0,0
2,1,2,1,1,0,0,0,1
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,1,1,0,0,1,2
2,1,0,0,1,1,0,0,0
2,1,0,1,1,2,0,0,0
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,1,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,2
2,1,2,0,2,0,0,0,1
2,1,2,0,2,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,2
2,1,2,0,2,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,1,1,0
2,1,2,0,2,0,0,0,11
2,1,2,0,1,0,0,0,3
2,1,0,0,1,1,0,0,0
2,1,0,0,2,1,1,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,7
2,1,2,1,1,0,0,2,0
2,1,2,0,1,0,0,1,0
2,1,2,0,2,0,0,3,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,1,0
2,1,2,0,2,0,0,0,2
2,1,2,0,2,0,0,1,0
2,1,2,0,1,0,0,1,3
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,1,0,0
2,1,2,1,1,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,1,0
2,1,0,0,1,2,1,0,0
2,1,2,0,2,0,0,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,1,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,2,0,2,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,0,0,2,4,0,0,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
1,1,2,0,2,0,0,0,186
2,1,0,0,1,1,1,0,0
2,1,0,0,2,1,0,0,0
2,1,0,0,2,1,0,0,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
2,1,2,1,1,0,0,2,0
2,1,2,0,1,0,1,3,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,0,0,0,1,1,2,1,0
2,1,2,0,2,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,0,0,2,3,0,0,0
2,1,2,0,1,0,0,3,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,2
2,1,0,0,1,2,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,1
2,1,2,1,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,3
2,1,0,1,1,2,0,0,0
2,1,2,0,1,0,0,3,0
1,1,2,0,2,0,0,0,18
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,2,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,0,0,2,1,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,2,0
2,1,0,0,1,4,0,0,0
2,1,0,0,1,4,0,0,0
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,0,2,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,1
2,1,2,0,2,0,0,0,1
1,1,2,0,4,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,2,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,1,0
1,1,2,0,2,0,0,0,50
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,4
2,1,0,0,2,4,0,0,0
2,1,2,0,2,0,0,0,13
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,1,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,0,2,0,1,0,0,3,0
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,2,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,0,0
2,1,0,0,1,1,0,0,0
2,1,0,0,1,1,2,0,1
2,1,2,1,1,0,0,0,1
1,1,2,0,2,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,1,0
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,0,1,1,1,0,0,0
2,1,2,0,2,0,0,0,9
2,1,2,0,1,0,0,0,1
1,1,2,0,2,0,0,0,27
2,1,2,0,1,0,0,0,1
2,0,2,0,2,0,0,0,4
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,5
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,3,0
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,62
2,1,2,0,4,0,0,0,3
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,1,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,3
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,5
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,6
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,0,1,6,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,0,0,0,2,1,0,0,0
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,1,0,1
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,0,1
2,1,0,0,1,3,0,0,0
2,1,0,0,1,4,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,2
2,1,2,0,2,0,0,0,91
2,1,0,0,2,2,1,3,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,0,1,1,1,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
2,0,0,0,1,5,0,0,0
2,1,0,1,1,2,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,4
2,1,2,0,2,0,0,1,119
2,1,0,0,2,3,0,0,0
2,1,2,0,1,0,0,0,2
2,0,0,0,1,1,0,0,0
2,1,0,0,2,1,2,0,0
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,1,3,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,1,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,0,2,0,1,0,0,1,0
2,1,0,0,1,1,2,0,0
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,0,0,2
2,0,2,0,2,0,3,17,248
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,1,0,0
2,1,0,0,2,2,0,0,0
2,1,2,0,1,0,0,0,3
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,1,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,0,0,2,1,0,0,0
2,1,2,0,2,0,1,0,0
2,1,0,0,2,3,1,0,0
2,1,0,1,1,1,0,0,0
2,1,2,0,2,0,0,5,88
2,1,2,0,2,0,0,0,5
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,2,0,5
2,1,2,0,1,0,0,0,4
2,1,0,0,2,2,0,0,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,3
2,1,0,0,1,2,0,0,0
2,1,2,0,2,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,0,1,1,2,0,0,0
2,1,2,0,1,0,0,1,2
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
1,1,2,0,3,0,0,0,130
1,1,2,0,4,0,0,0,255
2,1,0,0,1,3,0,0,0
2,1,0,0,1,3,0,0,0
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,2,0,0
2,1,0,0,1,1,0,1,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,2,0,1,2,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,0,0,2,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,2,0,0
2,0,2,0,2,0,0,0,1
2,1,2,0,1,0,1,2,0
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,2
2,1,2,0,2,0,0,0,4
2,1,2,0,1,0,0,0,1
2,1,0,0,2,3,2,0,0
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,0,0,1,1,0,0,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,1,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,1,0
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,1,1,1,0,0,0
2,1,2,0,2,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,1,1,2
2,1,2,0,2,0,0,0,3
2,1,2,0,1,0,0,0,2
2,0,2,0,1,0,0,0,2
2,1,2,0,1,0,0,4,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,1,0
2,1,0,0,2,2,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,4,0
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,0,4
2,1,2,1,1,0,1,0,1
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,3,0
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,4,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,3,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,2,0,0,0,1
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,0,1,1,1,0,0,0
2,1,0,0,1,1,1,0,0
2,1,0,0,1,1,0,0,0
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,1,0
2,1,0,0,1,2,0,0,0
2,1,2,1,1,0,2,0,0
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,3,1
2,1,0,0,1,1,0,0,0
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,1
2,1,0,0,2,2,0,0,0
2,1,0,1,1,1,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,2,0,0,0,2
2,1,0,0,1,1,1,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,1,1,1,1,0,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,0,0,2
2,0,2,0,1,0,3,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,2,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,0,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,3,0,0,0
2,1,0,0,2,3,0,0,0
2,1,0,0,1,1,0,0,0
2,1,0,0,2,12,0,0,0
2,1,2,0,1,0,1,1,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,1,1
2,1,0,1,1,2,0,0,0
2,1,0,0,2,2,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,1,0,1
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,1
2,1,0,0,1,1,0,1,0
2,1,2,0,1,0,0,1,2
2,1,2,0,1,0,0,2,3
2,1,2,1,1,0,1,0,0
2,1,0,0,2,2,0,0,0
2,1,0,0,2,8,0,0,0
2,1,0,1,1,1,1,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,2,0
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,2,0
2,1,0,0,2,1,0,0,0
2,1,2,1,1,0,0,0,1
2,1,0,0,2,1,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,2
2,1,0,0,1,2,0,0,0
2,0,0,0,2,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,0,0
2,0,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,2
1,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,1,2
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,0,0,2,2,0,0,0
2,1,2,0,4,0,0,0,2
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,1,0
2,1,2,0,1,0,1,1,0
2,1,2,0,2,0,0,0,2
2,1,2,0,1,0,0,4,0
2,1,2,0,1,0,0,0,4
2,1,2,1,1,0,2,0,0
1,1,2,0,2,0,0,0,18
2,1,0,0,2,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,2,2,0,0,0
2,1,2,0,2,0,0,0,31
2,1,2,0,1,0,0,0,3
2,1,0,0,1,2,0,0,0
2,1,0,0,2,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,4
1,1,2,0,4,0,0,0,436
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,2,1,0,0,0
2,1,2,0,1,0,0,3,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,3,0
2,1,2,0,1,0,1,0,0
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,3
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,2,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,3,0,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,3,0,0
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,4,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,0,4
2,1,2,0,3,0,0,0,165
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,1
